ZIP Code,Cov A Amount Weighted Avg,Cov C Amount Weighted Avg,Avg Fire Risk Score,Number of Negligible Fire Risk Exposure,Number of Low Fire Risk Exposure,Number of Moderate Fire Risk Exposure,Number of High Fire Risk Exposure,Number of Very High Fire Risk Exposure,Earned Premium 2020,Earned Exposure 2020,Non-CAT Cov A Fire - Incurred Losses,Non-CAT Cov A Fire - Number of Claims,Non-CAT Cov A Smoke - Incurred Losses,Non-CAT Cov A Smoke - Number of Claims,Non-CAT Cov C Fire - Incurred Losses,Non-CAT Cov C Fire - Number of Claims,Non-CAT Cov C Smoke - Incurred Losses,Non-CAT Cov C Smoke - Number of Claims,CAT Cov A Fire - Incurred Losses,CAT Cov A Fire - Number of Claims,CAT Cov A Smoke - Incurred Losses,CAT Cov A Smoke - Number of Claims,CAT Cov C Fire - Incurred Losses,CAT Cov C Fire - Number of Claims,CAT Cov C Smoke - Incurred Losses,CAT Cov C Smoke - Number of Claims,Earned Premium 2021,Earned Exposure 2021
90021,592362.68,444785.86,0.21,3,1,0,0,0,3800,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4195,4
90022,264408.53,180711.39,0.31,1442,660,0,0,0,1405475,2102,0,0,5004,1,0,0,0,0,0,0,32707,15,0,0,0,0,1570940,2177
90023,264413.64,179507.64,0.38,601,375,0,0,0,712158,976,12292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768033,979
90024,1530661.5,937988.17,0.64,628,507,114,26,3,4832441,1278,235979,1,0,0,5268,1,0,0,0,0,0,0,0,0,0,0,5376261,1295
90025,655127.89,455164.12,0.38,618,336,17,0,0,1565225,971,0,0,8400,1,188330,2,0,0,0,0,0,0,0,0,0,0,1695726,973
90026,449317.69,316493.67,0.5,1462,979,96,43,0,3155568,2579,166098,1,0,0,153783,2,0,0,0,0,0,0,0,0,0,0,3503247,2603
90027,887341.04,609120.69,0.81,937,914,276,99,10,5552217,2237,0,0,0,0,0,0,0,0,10293,1,0,0,24775,1,0,0,6283065,2276
90028,506305.49,359048.42,0.41,92,51,4,0,0,190224,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211533,145
90029,418960.39,286107.63,0.38,314,171,9,0,0,591873,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646803,505
90031,324155.01,225871.07,0.96,451,566,152,125,1,1183865,1294,0,0,0,0,0,0,0,0,381866,1,3320,1,212625,1,0,0,1348805,1339
90032,309725.05,217277.07,0.73,1266,1212,264,109,1,2277484,2852,13268,1,0,0,0,0,0,0,12250,2,8412,2,6886,2,0,0,2521971,2909
90033,290500.39,202478.63,0.39,445,287,0,0,0,568162,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645129,765
90034,563271.85,392993.98,0.31,1522,654,10,0,0,3070017,2186,52135,2,0,0,38564,2,0,0,0,0,0,0,0,0,0,0,3375416,2193
90035,733302.05,497161.79,0.36,1222,619,23,0,0,3359372,1864,88590,2,0,0,11794,2,0,0,0,0,0,0,0,0,0,0,3694047,1894
90036,911114.0,593035.7,0.37,936,458,32,0,0,3484725,1426,0,0,0,0,2220,1,0,0,0,0,0,0,0,0,0,0,3830474,1454
90037,316990.44,214377.3,0.36,819,455,0,0,0,1202501,1275,626293,1,0,0,60084,1,0,0,0,0,29510,5,0,0,5500,1,1315540,1308
90038,535507.85,361727.94,0.42,207,142,4,0,0,497305,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565535,371
90039,492415.1,341797.2,0.45,1578,833,105,37,2,3184720,2555,108441,3,0,0,3184,1,0,0,0,0,0,0,0,0,0,0,3595364,2635
90040,269784.17,181982.41,0.34,382,199,1,0,0,427101,581,278242,2,0,0,70910,2,0,0,0,0,29846,5,0,0,5500,1,446281,587
90041,431467.36,307585.61,0.66,1346,1044,259,75,0,3015711,2724,183744,2,0,0,128460,2,0,0,27210,2,0,0,8446,2,0,0,3373289,2756
90042,355285.66,251533.26,0.72,1755,1443,421,138,2,3525909,3759,465232,4,0,0,60561,3,0,0,10091,1,0,0,0,0,0,0,3955671,3833
90043,411093.98,287184.99,0.34,2556,1344,0,0,0,4193883,3900,705385,7,0,0,262237,3,0,0,224451,1,18130,2,117296,1,0,0,4595647,3960
90044,289307.25,195254.08,0.34,2086,1096,0,0,0,2703630,3182,449164,6,0,0,233651,5,0,0,0,0,60780,4,0,0,35094,2,2963710,3246
90045,510886.03,365704.67,0.43,2404,1795,9,1,0,4798631,4209,113424,2,0,0,48709,2,0,0,0,0,0,0,0,0,0,0,5310175,4230
90046,937754.72,589022.61,1.8,477,823,425,905,154,8793568,2785,419159,4,0,0,123568,3,0,0,0,0,16507,1,0,0,3292,1,9545195,2804
90047,309584.22,213979.46,0.32,3031,1410,0,0,0,3791085,4441,733218,11,0,0,197656,6,0,0,0,0,8696,1,0,0,0,0,4157876,4503
90048,823191.18,546054.0,0.45,822,549,45,1,0,2962886,1418,20919,1,0,0,23151,1,0,0,0,0,0,0,0,0,0,0,3194014,1386
90049,1871717.58,1099519.01,1.56,540,1641,739,732,161,19642689,3813,269054,2,0,0,110159,2,0,0,0,0,0,0,0,0,0,0,22257877,3915
90051,328000.0,246000.0,0.0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90056,660918.9,468492.74,0.36,684,385,3,0,0,1822814,1073,3700,1,0,0,1260,1,0,0,23290,1,0,0,0,0,0,0,1958855,1053
90057,414265.35,277841.2,0.26,60,21,0,0,0,90627,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87297,73
90058,221393.99,154180.46,0.34,14,7,0,0,0,13486,21,13127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15490,22
90059,267374.14,178100.61,0.33,1324,641,0,0,0,1482762,1965,200451,2,0,0,113601,1,0,0,0,0,15739,3,0,0,0,0,1640917,2002
90060,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90061,276397.79,189820.8,0.31,835,379,0,0,0,931164,1214,36977,2,0,0,0,0,0,0,0,0,14931,3,0,0,2358,2,1033189,1230
90062,332342.59,228534.93,0.36,1056,585,0,0,0,1553312,1641,24000,1,0,0,8428,1,0,0,0,0,21208,3,0,0,2484,1,1729587,1699
90063,282021.61,192826.39,0.32,1208,576,0,0,0,1299519,1783,0,0,0,0,0,0,0,0,0,0,12789,2,0,0,3138,1,1437173,1840
90064,722481.05,495892.49,0.41,1806,1079,66,0,0,4979431,2952,301006,3,0,0,460000,2,17749,1,0,0,0,0,35613,1,0,0,5520408,2943
90065,413430.91,292377.91,1.11,1444,1533,448,694,20,4462071,4139,360871,7,0,0,474674,6,0,0,0,0,3411,1,0,0,0,0,5069473,4223
90066,531391.13,376392.66,0.35,3034,1581,12,0,0,5616068,4627,0,0,0,0,9450,1,0,0,0,0,0,0,0,0,0,0,6203895,4658
90067,3483719.75,1874679.65,1.07,2,4,3,0,0,77084,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96562,10
90068,878141.05,581838.6,1.79,394,1057,702,980,88,9472131,3220,207951,1,0,0,56900,1,0,0,552300,1,0,0,155187,1,0,0,10695093,3303
90069,1785695.04,961682.89,1.35,297,371,376,147,18,6658116,1208,4040,1,0,0,5842,1,0,0,0,0,0,0,0,0,0,0,7602666,1270
90071,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90073,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90077,2599407.8,1204338.37,2.41,5,450,262,824,170,12966488,1711,0,0,0,0,131403,1,0,0,0,0,0,0,0,0,0,0,14013614,1757
90078,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90079,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90082,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90084,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90088,523061.74,366143.15,4.0,0,0,0,0,1,1859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646,1
90089,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90094,882328.14,619259.61,0.4,129,76,3,0,0,324972,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361966,218
90095,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90096,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90201,271493.51,189299.63,0.37,1317,780,0,1,0,1409322,2098,44252,2,5999,1,4737,1,0,0,23032,5,61588,12,1136,1,0,0,1540831,2124
90210,3376535.26,1646197.33,1.87,541,830,667,895,295,33151745,3229,0,0,0,0,23764,1,0,0,0,0,0,0,0,0,0,0,36270532,3249
90211,890796.88,586833.87,0.38,341,186,7,1,0,1237134,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310630,542
90212,1240245.48,806899.36,0.48,327,231,22,0,1,1774935,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989262,585
90213,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90220,260257.41,177497.15,0.31,2187,993,0,0,0,2502755,3180,104474,5,0,0,87764,2,0,0,0,0,350,1,0,0,0,0,2798167,3211
90221,268241.84,179268.17,0.34,1838,937,0,0,0,2138470,2775,696703,5,0,0,257405,3,0,0,1117,1,12636,3,0,0,1050,1,2333056,2809
90222,248191.31,167301.61,0.31,1233,557,0,0,0,1374001,1790,15465,3,2484,1,5244,1,1530,1,0,0,6316,1,0,0,0,0,1506179,1821
90224,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1
90230,445983.75,316530.88,0.29,1471,606,2,0,0,2216357,2078,7372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2418170,2087
90231,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90232,497799.78,352284.93,0.31,812,356,1,0,0,1406102,1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572325,1184
90240,459135.22,319480.11,0.33,1784,894,1,0,0,2659079,2679,60123,2,8047,1,10580,1,0,0,0,0,26502,4,0,0,0,0,2888739,2661
90241,428250.35,298794.05,0.33,2101,1032,0,1,0,2857351,3134,118170,3,13882,1,39424,2,0,0,27682,1,24484,3,0,0,1533,1,3107267,3132
90242,332165.98,232588.66,0.3,2222,937,1,0,0,2341783,3160,552331,2,0,0,66233,2,0,0,0,0,15464,3,0,0,0,0,2534874,3160
90245,555296.67,395952.32,0.54,660,777,1,0,0,1637751,1438,2617221,4,0,0,853624,4,0,0,0,0,0,0,0,0,0,0,1792744,1441
90247,315773.15,221298.23,0.3,1555,664,0,0,0,1691653,2220,4932,1,0,0,885,1,0,0,1000,1,0,0,0,0,0,0,1899447,2234
90248,338181.02,239300.0,0.31,601,269,0,0,0,696765,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779882,886
90249,320205.13,225767.48,0.28,1719,669,0,0,0,1852993,2387,0,0,0,0,0,0,0,0,0,0,7020,1,0,0,0,0,2006757,2388
90250,331919.29,234099.19,0.26,3672,1292,1,0,0,3846185,4965,150216,3,16670,2,34788,2,22152,1,10381,1,0,0,0,0,0,0,4170911,4978
90254,800653.28,540057.35,0.51,1010,912,44,0,0,3141592,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3548794,1974
90255,299406.24,208445.48,0.37,1326,765,0,0,0,1522191,2091,108346,4,0,0,59389,3,0,0,0,0,23424,4,0,0,2081,2,1693370,2165
90260,307928.67,218524.19,0.27,1367,499,0,0,0,1352085,1866,243398,1,11662,2,152955,1,8064,1,0,0,0,0,0,0,0,0,1461416,1880
90261,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90262,269099.94,186526.82,0.35,2034,1110,0,0,0,2198239,3144,75418,4,0,0,84972,4,0,0,6200,1,110570,18,0,0,10205,4,2400370,3183
90263,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90264,10298310.0,3089494.0,2.0,0,0,1,0,0,31990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33983,1
90265,2044382.52,1075407.03,2.03,142,633,799,773,113,16109860,2460,89458,2,0,0,33269,1,46729,1,0,0,0,0,0,0,0,0,15665538,2339
90266,1049251.84,683440.29,0.57,2256,2544,141,0,0,9934351,4941,40630,1,0,0,12640,1,0,0,0,0,0,0,0,0,0,0,11103405,4959
90270,258351.24,178790.13,0.38,455,284,0,0,0,478935,738,7147,1,0,0,0,0,0,0,15941,3,61144,14,0,0,0,0,531419,763
90272,1591441.32,1000699.65,1.58,375,1768,838,704,103,16814979,3788,356850,4,0,0,27391,1,0,0,0,0,0,0,0,0,0,0,19442285,3909
90274,1196631.17,791727.38,0.74,1596,2249,303,93,4,10054238,4245,1073674,4,0,0,217079,3,0,0,0,0,0,0,0,0,0,0,11275532,4343
90275,756077.99,528904.14,0.56,2865,2831,208,29,2,9362926,5935,9327,2,0,0,1223,1,0,0,0,0,0,0,0,0,0,0,10286616,5992
90277,632948.47,444031.37,0.49,1495,1412,10,0,0,3730592,2917,2580,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4148982,2938
90278,484404.12,342633.65,0.44,1965,1506,6,0,0,3605968,3477,36477,1,0,0,58015,1,0,0,0,0,0,0,0,0,0,0,3964978,3468
90280,271229.25,188591.61,0.37,2896,1668,3,0,0,3188070,4567,158463,4,29561,3,148644,5,800,1,64,1,82392,13,0,0,5421,3,3480499,4629
90290,749352.71,478962.65,2.99,2,55,74,370,186,1572437,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610473,691
90291,690221.93,454136.5,0.44,1297,794,87,0,0,3817340,2178,640140,3,0,0,95885,2,0,0,0,0,0,0,0,0,0,0,4232135,2232
90292,1212334.82,748858.23,0.53,236,167,31,0,0,1291844,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407724,443
90293,849748.53,580721.83,0.49,383,337,11,1,0,1342324,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1463742,731
90294,548000.0,0.0,1.0,0,0,0,0,0,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5368,1
90301,311978.83,216489.98,0.33,711,353,0,0,0,838052,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954784,1131
90302,331076.5,233106.29,0.36,665,368,1,0,0,957982,1034,451656,2,0,0,486983,2,0,0,0,0,0,0,0,0,0,0,1047367,1047
90303,321907.3,224678.86,0.33,839,417,1,0,0,1087965,1257,62526,1,0,0,3527,1,0,0,0,0,0,0,0,0,0,0,1194247,1280
90304,278689.58,196500.48,0.28,656,253,0,0,0,705591,909,73739,3,0,0,64243,1,0,0,0,0,0,0,0,0,0,0,788800,948
90305,404049.44,279759.03,0.35,1078,586,0,0,0,1697573,1664,209660,2,0,0,103437,2,0,0,0,0,0,0,0,0,0,0,1857581,1681
90401,1198024.37,735959.12,0.41,21,10,2,0,0,93350,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101002,35
90402,1895501.46,1124615.28,0.97,518,728,289,76,9,7468423,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8219626,1633
90403,902998.97,604582.69,0.54,283,241,28,1,0,1192734,554,211932,1,0,0,126209,1,0,0,0,0,0,0,0,0,0,0,1373846,573
90404,437730.39,310453.53,0.42,150,106,0,0,0,314828,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349834,261
90405,643192.1,444622.93,0.44,1015,714,26,0,0,2748208,1754,2887556,2,19123,1,659853,2,1053,1,0,0,0,0,0,0,0,0,3008184,1759
90408,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90409,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90501,397257.39,285394.92,0.4,1739,1146,1,0,0,2521517,2887,34221,2,0,0,2753,1,0,0,0,0,0,0,0,0,0,0,2797286,2901
90502,317914.15,226401.78,0.25,966,325,0,0,0,984157,1291,4169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071063,1282
90503,435433.99,312223.34,0.46,1826,1524,1,0,0,3092003,3350,0,0,0,0,3807,1,0,0,0,0,0,0,0,0,0,0,3379192,3347
90504,368645.64,266537.86,0.38,1965,1214,0,1,0,2453065,3180,6104,1,0,0,40571,2,0,0,0,0,0,0,0,0,0,0,2714200,3186
90505,482740.73,347335.05,0.44,1946,1508,5,0,0,3541469,3458,515179,3,17209,1,109293,3,0,0,0,0,0,0,0,0,0,0,3930073,3472
90506,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90509,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90601,406243.02,286969.42,0.91,1295,1360,255,339,20,3721591,3269,772779,3,0,0,513955,3,0,0,8681,2,55438,7,0,0,12269,1,4163883,3305
90602,378662.96,268382.96,0.83,727,689,129,147,7,1741996,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973978,1767
90603,407246.01,292195.84,0.75,1265,1178,126,221,0,2794487,2789,127289,3,10785,1,23337,1,0,0,0,0,0,0,0,0,0,0,3091682,2780
90604,335229.06,239422.68,0.3,3102,1316,0,0,0,3553957,4418,144314,2,9320,1,49633,1,5070,1,0,0,22879,4,0,0,5500,1,3835695,4359
90605,357783.18,255432.98,0.5,2412,1460,109,118,2,3859916,4101,0,0,4951,1,0,0,0,0,4590,1,58981,10,1427,1,11433,2,4265865,4096
90606,290778.79,204053.08,0.33,2090,1023,1,0,0,2366108,3114,0,0,15281,1,0,0,0,0,0,0,14029,5,0,0,7303,1,2557248,3114
90607,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90608,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90620,342921.21,239756.5,0.31,3603,1650,1,0,0,4273532,5254,102204,2,0,0,10259,1,0,0,0,0,3387,1,0,0,0,0,4619390,5186
90621,434275.24,301044.22,0.34,1145,583,1,0,0,1677209,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1834331,1711
90623,456667.33,323993.75,0.3,1394,612,0,0,0,1887436,2006,53955,1,7674,1,3661,1,0,0,0,0,15154,2,0,0,0,0,2041754,1982
90630,416449.76,293204.13,0.34,3166,1644,1,0,0,4505082,4811,951392,3,20167,1,489686,2,0,0,112793,1,0,0,78076,1,0,0,4899048,4766
90631,463809.58,328968.22,0.83,3318,2237,930,569,21,7398725,7075,182496,3,18232,1,65723,1,6569,1,0,0,0,0,0,0,0,0,8231458,7058
90638,372707.58,263542.47,0.34,3956,1954,35,0,0,5344068,5945,225972,4,5008,1,196187,4,0,0,0,0,14094,1,0,0,0,0,5760396,5843
90639,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90640,363571.96,254036.27,0.38,2375,1291,47,5,0,3123852,3718,1257,1,320717,5,9903,1,92962,2,3962,1,72259,11,396,1,4970,3,3381608,3692
90650,274058.84,194457.02,0.28,6930,2745,0,0,0,6539137,9675,1045972,10,5868,2,398662,11,1896,1,8188,3,22993,4,498,1,9389,1,7066861,9662
90660,294147.32,206802.53,0.36,3614,1983,4,1,0,4116796,5601,142005,5,36692,4,87747,3,212,1,12129,2,48335,9,5217,1,20737,1,4494895,5616
90670,312113.5,221197.43,0.28,1157,445,0,0,0,1214576,1602,46973,2,3209,1,4262,2,1598,1,0,0,0,0,0,0,0,0,1303113,1585
90680,312095.64,212729.56,0.31,946,417,0,1,0,946719,1364,38502,1,18711,2,46403,1,0,0,0,0,0,0,0,0,0,0,1014251,1338
90701,383486.19,273450.39,0.26,956,331,0,0,0,1106937,1286,0,0,11626,1,0,0,0,0,0,0,22752,3,0,0,8108,1,1186910,1280
90703,433576.53,309586.94,0.3,4105,1738,0,0,0,5600284,5843,328465,3,18240,3,359876,2,0,0,24895,1,0,0,0,0,0,0,6006137,5733
90704,528320.78,373455.09,2.08,43,13,5,94,9,320254,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377852,178
90706,328196.57,232315.43,0.31,3019,1370,1,0,0,3354681,4391,562701,5,0,0,242302,2,0,0,0,0,14214,2,0,0,0,0,3604759,4349
90710,398188.79,281378.0,0.36,1098,625,0,0,0,1580246,1722,282201,1,0,0,62308,1,0,0,0,0,0,0,0,0,0,0,1738239,1734
90712,336629.95,240884.73,0.35,2862,1520,1,0,0,3120699,4383,445478,5,0,0,114750,4,0,0,7808,1,5400,1,1451,1,5500,1,3415199,4376
90713,320775.89,231774.61,0.4,2585,1737,0,0,0,2947637,4322,50314,3,3368,1,11369,2,40786,1,0,0,0,0,0,0,0,0,3225043,4308
90715,309608.6,221257.75,0.28,1110,424,0,0,0,1079864,1534,33060,1,0,0,17990,1,0,0,0,0,1315,1,0,0,0,0,1160498,1513
90716,255296.36,178814.46,0.32,373,175,0,0,0,367176,548,1582,1,0,0,0,0,0,0,0,0,8522,3,0,0,0,0,393669,545
90717,403861.01,290393.71,0.42,915,669,0,0,0,1436607,1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553162,1565
90720,537130.39,381555.26,0.45,1356,1068,11,0,0,2917878,2435,0,0,25127,1,0,0,4779,1,0,0,20697,1,0,0,4641,1,3186194,2420
90723,276984.27,194227.9,0.33,1290,628,0,0,0,1254560,1918,103604,4,0,0,49486,3,0,0,0,0,40508,6,0,0,5500,1,1352738,1915
90731,387972.06,275614.54,0.4,1855,1219,11,0,0,3064074,3085,82510,3,0,0,24797,2,0,0,6326,1,0,0,20622,1,0,0,3318842,3089
90732,458852.1,330661.26,0.42,1093,794,0,0,0,2049644,1888,549611,1,0,0,106066,1,0,0,7499,1,0,0,0,0,0,0,2222827,1889
90734,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90740,555824.13,394165.02,0.5,1038,1030,6,0,0,2345923,2074,243625,2,7787,1,180373,2,0,0,0,0,0,0,0,0,0,0,2604227,2096
90742,825805.54,522375.82,0.46,74,54,3,0,0,242927,131,38870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272442,131
90743,760052.11,496376.2,0.57,36,27,6,0,0,120668,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134045,69
90744,290151.94,206228.98,0.33,1936,942,0,0,0,2263431,2878,0,0,9180,1,0,0,0,0,0,0,19130,2,0,0,0,0,2492411,2919
90745,327373.31,231457.72,0.23,3374,1021,2,0,0,3502530,4397,126126,1,17631,3,77778,1,0,0,0,0,8323,1,0,0,0,0,3808982,4353
90746,371956.12,259323.3,0.27,2365,869,0,0,0,3540210,3234,46654,2,37972,2,12182,1,4317,1,0,0,21323,3,0,0,3296,1,3859445,3162
90755,477842.33,335606.36,0.48,366,223,41,0,0,638363,629,13806,1,9937,1,0,0,0,0,0,0,0,0,0,0,0,0,703305,626
90801,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90802,351512.3,241945.01,0.35,188,98,1,0,0,230039,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257760,302
90803,629814.93,449070.93,0.48,1503,1354,15,0,0,3795359,2873,12557,1,0,0,4297,1,9436,1,0,0,0,0,0,0,0,0,4143312,2876
90804,329108.39,233660.14,0.37,803,429,15,0,0,920463,1247,34602,1,3087,1,75922,1,0,0,0,0,0,0,0,0,0,0,999442,1236
90805,273551.05,190229.98,0.3,3849,1671,0,0,0,3864362,5519,556576,7,13274,1,309351,5,0,0,17426,1,12053,2,619,1,0,0,4148765,5504
90806,327107.26,228716.36,0.31,1683,760,0,0,0,1784189,2443,33099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1943766,2450
90807,447375.84,318716.38,0.38,2220,1376,3,0,0,3334823,3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3674531,3621
90808,375371.76,269612.18,0.43,3476,2609,1,0,0,4918507,6086,318387,6,7868,2,104530,6,1037,1,0,0,0,0,0,0,0,0,5379858,6035
90810,274597.51,194250.61,0.31,2050,939,0,0,0,2108389,2989,340173,3,8769,1,80185,2,0,0,0,0,5924,1,0,0,0,0,2275921,2962
90813,296800.85,208080.16,0.3,584,249,0,0,0,612852,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665173,837
90814,490619.19,352058.26,0.4,793,538,0,0,0,1388757,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524960,1338
90815,410133.31,296081.82,0.44,2788,2138,4,0,0,4414882,4930,424747,7,0,0,71337,4,0,0,0,0,0,0,0,0,0,0,4830952,4913
91001,509267.38,358379.35,0.88,2300,2235,479,471,64,7136537,5548,1005007,10,205942,17,364024,4,18765,6,387546,39,870963,121,92711,19,103654,48,8166132,5536
91006,754780.15,519595.81,0.5,2247,1625,92,64,7,5758948,4035,21732,5,70258,5,1808,2,9096,4,180447,12,511118,40,54885,6,146405,20,6354528,3987
91007,845424.48,586070.28,0.42,1696,1155,20,0,0,4166153,2871,7668,2,51135,2,0,0,17953,1,38810,4,211814,14,200,1,20712,5,4578275,2879
91008,1393781.4,825376.45,2.03,13,57,58,62,14,666955,205,0,0,25626,1,0,0,31895,1,33180,2,59277,3,10847,2,23114,2,796317,211
91010,335476.15,234644.36,0.54,1230,993,111,18,3,2215398,2354,130686,2,86746,9,25564,2,4376,2,134331,19,351943,53,26076,9,36373,24,2422181,2308
91011,971100.37,671377.44,1.15,971,1488,455,430,52,8003698,3397,172800,2,20869,2,5953,1,3184,1,43354,3,127025,13,20887,1,15732,6,9524941,3498
91012,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91016,431968.43,305920.97,0.77,1600,1673,325,161,29,4075894,3788,258328,6,64166,6,106496,4,443,1,161551,19,528552,61,57925,12,70501,27,4492372,3729
91020,414843.58,297121.27,0.42,232,154,6,0,0,381411,392,0,0,0,0,0,0,0,0,248399,1,6800,1,177293,1,1376,1,419955,386
91021,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91023,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91024,599552.91,416412.08,1.03,517,713,111,169,39,2227717,1549,214776,3,22865,2,76989,2,5801,1,109388,7,204123,17,11009,2,64794,11,2634624,1587
