ZIP Code,Cov C Amount Weighted Avg,Avg Fire Risk Score,Number of Negligible Fire Risk Exposure,Number of Low Fire Risk Exposure,Number of Moderate Fire Risk Exposure,Number of High Fire Risk Exposure,Number of Very High Fire Risk Exposure,Non-CAT Cov A Smoke - Incurred Losses,Non-CAT Cov A Smoke - Number of Claims,Non-CAT Cov C Fire - Incurred Losses,Non-CAT Cov C Fire - Number of Claims,Non-CAT Cov C Smoke - Incurred Losses,Non-CAT Cov C Smoke - Number of Claims,CAT Cov A Smoke - Incurred Losses,Total CAT Claims,Earned Premium 2021,Earned Exposure 2021,Avg Premium,Avg CAT Loss,Avg Non-CAT Loss,Avg CAT Claims,Avg Non-CAT Claims,Avg Premium 2021,Claim Frequency,Average Claim Severity
92377,235733.79,0.41,1561,943,43,4,0,53192,4,307562,6,11713,3,63789,7,3160799,2471,1172.2925490196078,25.01529411764706,146.06549019607843,0.005098039215686275,0.0027450980392156863,1279.1578308377175,0.00784313725490196,21812.8
92386,145143.04,2.67,5,17,420,803,42,0,0,0,0,0,0,8669,1,1187707,1282,846.9922360248447,6.730590062111801,0.0,0.0,0.0007763975155279503,926.4485179407176,0.0007763975155279503,8669.0
92391,206227.26,3.13,2,1,26,365,101,0,0,279000,1,0,0,0,0,587849,492,1260.0464646464648,0.0,563.6363636363636,0.00202020202020202,0.0,1194.8150406504064,0.00202020202020202,279000.0
92392,237066.76,0.48,3543,2935,83,11,3,158366,4,118447,4,137847,2,94962,7,7136560,6639,991.7728932156982,14.445086705202312,63.0757529662306,0.0015211439002129601,0.0010648007301490721,1074.9450218406387,0.0025859446303620323,29977.764705882353
92394,224854.6,0.49,2037,1560,97,18,0,0,0,280360,3,0,0,13254,2,3639728,3748,884.2580818965517,3.570581896551724,75.52801724137932,0.0008081896551724138,0.0005387931034482759,971.1120597652081,0.0013469827586206897,58722.8
92395,211342.34,0.57,1913,2119,128,1,0,14214,1,15966,2,0,0,0,0,4135687,4179,917.1896178803172,0.0,7.253064167267484,0.0007209805335255948,0.0,989.6355587461115,0.0007209805335255948,10060.0
92397,206059.23,2.45,14,232,491,573,179,0,0,0,0,0,0,3578,1,1994146,1477,1231.0067159167227,2.4029550033579583,0.0,0.0,0.000671591672263264,1350.132701421801,0.000671591672263264,3578.0
92399,280795.15,1.11,1270,3944,814,460,81,257099,14,847708,16,52778,13,63706,8,8466217,6283,1197.3820395738203,9.696499238964993,176.19254185692543,0.0065449010654490105,0.0012176560121765602,1347.480025465542,0.007762557077625571,23946.882352941175
92404,205629.54,0.37,3557,997,237,90,12,90669,14,133210,6,38108,11,152642,16,4863458,4817,936.206212957286,31.19599427753934,53.54322501532802,0.00633558144287758,0.0032699775189045576,1009.644592069753,0.009605558961782138,8821.893617021276
92405,187410.19,0.36,1838,733,75,22,1,31101,4,87420,3,10337,3,63659,8,2527409,2639,884.30059970015,23.860194902548727,48.2976011994003,0.0037481259370314842,0.0029985007496251873,957.7146646456991,0.006746626686656672,10695.388888888889
92407,229380.25,0.83,3236,2711,851,348,157,34053,5,290130,6,11597,5,116395,15,7861112,7126,988.3799288061336,15.93578860898138,45.972070098576125,0.002190580503833516,0.002053669222343921,1103.1591355599214,0.004244249726177437,14586.290322580646
92410,158436.68,0.36,1297,686,15,1,0,12347,1,324337,2,0,0,34265,7,1777244,1936,853.6673336668334,17.141070535267634,168.42621310655326,0.0015007503751875938,0.003501750875437719,917.9979338842975,0.0050025012506253125,37094.9
92411,150276.77,0.34,1131,526,27,0,0,0,0,0,0,0,0,86836,16,1404699,1655,799.3503562945368,51.565320665083135,0.0,0.0,0.009501187648456057,848.7607250755287,0.009501187648456057,5427.25
92501,224818.41,0.4,1228,559,69,17,0,0,0,23791,1,0,0,0,0,1932687,1886,945.5851575013347,0.0,12.702082221035772,0.0005339028296849973,0.0,1024.754506892895,0.0005339028296849973,23791.0
92503,265485.85,0.59,5581,2527,1198,199,18,63433,5,377550,9,13901,1,24873,5,11213120,9589,1057.4526934789458,2.6118870103958836,47.76688018481571,0.0015751338863803424,0.0005250446287934474,1169.3732401710292,0.0021001785151737898,23987.85
92504,253453.32,0.41,3602,1732,250,31,0,51156,4,391397,5,6334,3,49655,4,6644588,5609,1084.8646482635797,8.843276936776492,79.94425645592163,0.0021371326803205698,0.0007123775601068567,1184.6297022642182,0.0028495102404274266,31158.875
92505,231851.52,0.32,2978,1033,110,17,0,64099,2,3017,3,31664,1,23940,3,4293316,4157,946.6662638956018,5.785403576607057,23.871435476075398,0.0014499758337361043,0.0007249879168680521,1032.7919172480154,0.0021749637506041568,13635.555555555555
92506,325908.9,0.48,3741,2379,284,36,4,2913,2,122977,5,0,0,29159,2,9279740,6506,1296.7811918063314,4.524984481688392,19.536002482929856,0.0010862818125387957,0.00031036623215394165,1426.3356901321856,0.0013966480446927375,17227.666666666668
92507,230979.39,0.63,2089,1153,297,190,9,13449,3,327493,3,4410,1,21616,4,3799400,3885,902.959347419096,5.781224926450923,92.36480342337524,0.0018721583311045735,0.0010698047606311847,977.966537966538,0.002941963091735758,33360.72727272727
92508,339790.83,0.4,2937,1527,153,8,0,39924,3,165482,4,9758,2,28955,3,6649541,4539,1336.7039359861592,6.26189446366782,46.53200692041523,0.0019463667820069203,0.0006487889273356401,1464.9792905926415,0.0025951557093425604,20343.25
92509,221654.96,0.53,4596,2335,658,146,5,19701,3,734350,8,0,0,10152,2,8307848,7743,982.7339793281653,1.3116279069767443,97.42260981912145,0.001421188630490956,0.00025839793281653745,1072.9495027767016,0.0016795865633074936,58784.846153846156
92530,230072.9,0.7,3432,1660,690,238,133,0,0,5671,2,0,0,0,0,7167339,6326,1046.3966189856958,0.0,0.921814044213264,0.00032509752925877764,0.0,1132.996996522289,0.00032509752925877764,2835.5
92532,310032.06,0.71,2270,1052,541,69,140,6973,2,76283,1,940,1,0,0,5393461,3964,1221.8563359528487,0.0,20.676817288801573,0.0009823182711198428,0.0,1360.6107467204843,0.0009823182711198428,21049.0
92536,273513.14,2.09,3,66,146,65,17,0,0,269593,2,0,0,0,0,530103,293,1612.1515151515152,0.0,907.7205387205387,0.006734006734006734,0.0,1809.2252559726962,0.006734006734006734,134796.5
92543,194410.48,0.43,1271,760,49,7,2,35998,2,0,0,0,0,0,0,1932150,2114,845.0889526542325,0.0,17.215686274509803,0.0009564801530368245,0.0,913.9782403027436,0.0009564801530368245,17999.0
92544,231993.81,0.58,2621,1319,236,239,11,21736,2,29269,3,10288,2,0,0,4946120,4413,1026.8558517849074,0.0,13.848395842747403,0.0015815634884771804,0.0,1120.806707455246,0.0015815634884771804,8756.142857142857
92545,232998.41,0.42,2659,1389,104,16,24,3027,1,109645,4,0,0,0,0,4401458,4213,949.2857142857143,0.0,26.871452420701168,0.0011924636298592892,0.0,1044.7324946593876,0.0011924636298592892,22534.4
92549,231726.38,2.85,11,4,290,1240,80,0,0,7667,1,0,0,0,0,1989718,1591,1121.2272167487686,0.0,4.721059113300493,0.0006157635467980296,0.0,1250.6084223758642,0.0006157635467980296,7667.0
92551,223304.46,0.21,2539,640,4,6,0,22593,4,0,0,4410,1,8066,3,3219929,3147,931.5014111006585,2.5293195359046723,8.467544684854186,0.0015678896205707118,0.0009407337723424271,1023.1741340959644,0.002508623392913139,4383.625
92553,196289.41,0.19,4847,1112,2,0,0,68439,11,452835,10,9168,3,58845,5,5459221,5896,854.2915129151291,9.870010063737,88.97047970479704,0.004025494800402549,0.0008386447500838644,925.9194369063772,0.004864139550486414,20320.241379310344
92555,289260.61,0.38,3767,1349,235,38,28,113529,11,45531,4,16779,5,72185,7,6631177,5359,1122.129961233155,13.325641498984679,32.46058704079749,0.0036920804873546245,0.0012922281705741185,1237.3907445418922,0.0049843086579287425,9186.074074074075
92557,241112.82,0.42,4242,1733,299,91,24,43784,9,168674,6,0,0,81267,6,6850408,6386,991.0691705790298,12.717840375586855,33.24851330203443,0.002347417840375587,0.0009389671361502347,1072.7228311932352,0.0032863849765258214,13986.904761904761
92562,362200.76,0.88,3272,3034,1058,513,71,4369,1,253882,4,655,1,0,0,13442441,7919,1544.4009813789633,0.0,32.57498741821842,0.000754906894816306,0.0,1697.4922338679125,0.000754906894816306,43151.0
92563,323130.46,0.64,4071,3130,432,98,187,899,1,235048,3,0,0,0,0,10748773,8072,1219.251294355348,0.0,29.795049880035357,0.0005051142821063266,0.0,1331.6121159563925,0.0005051142821063266,58986.75
92567,239018.15,0.86,266,523,83,29,0,0,0,3650,1,0,0,0,0,1115535,883,1160.6437291897892,0.0,4.051054384017758,0.0011098779134295228,0.0,1263.3465458663647,0.0011098779134295228,3650.0
92570,249747.0,0.96,1241,1721,676,166,21,8237,1,144209,5,0,0,23128,1,5045986,3909,1183.495033978045,6.044955567171981,39.84474647151072,0.0015682174594877157,0.00026136957658128593,1290.8636479918137,0.0018295870360690017,25082.0
92571,225836.63,0.32,3611,1221,39,101,2,8451,2,13693,2,27074,2,3129,2,5276371,4844,989.2337688442211,0.6289447236180905,9.893065326633165,0.001206030150753769,0.0004020100502512563,1089.259083402147,0.0016080402010050252,6543.375
92582,266287.9,0.38,1604,655,52,44,0,6992,1,43674,1,335,1,25214,1,2488743,2353,958.2364176570459,10.702037351443124,21.64728353140917,0.0012733446519524619,0.00042444821731748726,1057.6893327666808,0.001697792869269949,19053.75
92583,215205.75,0.3,2011,733,23,19,2,0,0,0,0,0,0,1323,1,2604124,2787,855.9365136298421,0.47453371592539456,0.0,0.0,0.0003586800573888092,934.3824901327592,0.0003586800573888092,1323.0
92584,302834.96,0.59,4235,2566,435,75,184,0,0,223934,3,0,0,0,0,9338884,7948,1081.08245496998,0.0,29.87778519012675,0.00040026684456304204,0.0,1174.9979869149472,0.00040026684456304204,74644.66666666667
92585,273545.68,0.47,1885,1030,88,77,0,0,0,145836,3,0,0,0,0,3507097,3331,979.7548701298701,0.0,47.34935064935065,0.000974025974025974,0.0,1052.866106274392,0.000974025974025974,48612.0
92586,202240.76,0.38,2052,1106,32,16,0,3779,1,6450,1,0,0,0,0,2829335,3218,813.4496414094169,0.0,3.189585282195198,0.0006236357966947302,0.0,879.2215661901803,0.0006236357966947302,5114.5
92587,322727.5,0.54,1696,899,251,46,10,0,0,322013,4,0,0,0,0,4110328,3014,1247.9920744314265,0.0,110.96243969676085,0.0013783597518952446,0.0,1363.745189117452,0.0013783597518952446,80503.25
92591,332042.51,0.55,2337,1741,270,47,3,0,0,156109,1,0,0,0,0,5752544,4449,1190.3725267227655,0.0,35.50352513077098,0.00022742779167614282,0.0,1292.9970779950552,0.00022742779167614282,156109.0
92592,356560.37,0.68,4704,3628,870,304,58,2169,1,219157,2,0,0,0,0,14845040,9492,1415.44658164332,0.0,23.13673426719632,0.0003136107045787163,0.0,1563.952802359882,0.0003136107045787163,73775.33333333333
92595,295207.64,0.93,1216,1591,532,154,38,0,0,72095,2,0,0,0,0,5156103,3569,1295.958935145851,0.0,20.417728688756725,0.0005664117813650524,0.0,1444.6912300364247,0.0005664117813650524,36047.5
92596,324003.53,0.61,2347,1216,172,21,203,0,0,157546,2,0,0,0,0,5373796,4421,1158.9772669866127,0.0,39.794392523364486,0.0005051780752715333,0.0,1215.515946618412,0.0005051780752715333,78773.0
92602,489331.55,0.5,1521,1060,91,19,13,536792,24,25758,5,121708,11,151209,7,3874437,2866,1237.150147928994,55.920488165680474,253.05399408284023,0.014792899408284023,0.0025887573964497044,1351.8621772505235,0.017381656804733726,17775.893617021276
92603,654176.66,0.65,1010,962,160,47,1,340,1,1179,1,276,1,0,0,5737656,2219,2234.7683486238534,0.0,0.823394495412844,0.0013761467889908258,0.0,2585.6944569625957,0.0013761467889908258,598.3333333333334
92604,312204.66,0.35,1393,732,7,0,0,47939,3,2250,2,719,2,8521,1,2334104,2079,1016.9859221022994,3.998592210229939,23.889253871421868,0.00328484279680901,0.0004692632566870014,1122.7051467051467,0.003754106053496011,7428.625
92606,330197.95,0.37,866,510,3,0,0,38913,3,6659,1,8096,2,0,0,1647062,1369,1094.454677302393,0.0,38.91805656272661,0.00435097897026831,0.0,1203.1132213294375,0.00435097897026831,8944.666666666666
92610,342316.52,0.78,830,483,296,58,18,69198,11,0,0,6516,3,7955,1,2783065,1677,1465.4435866983372,4.723871733966746,44.96080760095012,0.00831353919239905,0.0005938242280285036,1659.5497912939773,0.008907363420427554,5577.933333333333
92614,328120.59,0.4,734,476,5,0,0,8626,1,0,0,4018,1,0,0,1454564,1199,1102.9375,0.0,10.398026315789474,0.001644736842105263,0.0,1213.1476230191827,0.001644736842105263,6322.0
92618,437560.67,0.51,2483,1565,185,19,55,374623,37,217479,14,103747,15,113294,5,5717491,4559,1101.7056638811514,26.298514391829155,161.5248375116063,0.01532033426183844,0.001160631383472609,1254.110769905681,0.016480965645311048,11396.38028169014
92620,384019.1,0.38,3496,2024,37,0,0,373614,25,52682,9,31551,6,69403,4,6588677,5468,1088.1848119488932,12.489292783876191,82.39103833003419,0.007198128486593486,0.0007198128486593485,1204.951901975128,0.007917941335252834,11982.954545454546
92624,426580.16,0.43,510,349,13,0,0,0,0,347,1,0,0,0,0,1549879,880,1605.247990815155,0.0,0.3983926521239954,0.001148105625717566,0.0,1761.2261363636364,0.001148105625717566,347.0
92625,785510.19,0.72,831,975,153,48,5,0,0,213511,4,0,0,0,0,5675293,2059,2462.5494778717057,0.0,106.1715564395823,0.001989060169070114,0.0,2756.3346284604177,0.001989060169070114,53377.75
92626,318478.63,0.36,2640,1505,4,0,0,15303,2,250979,3,0,0,0,0,4967482,4115,1093.5937801350049,0.0,64.19527483124398,0.0012054001928640309,0.0,1207.1645200486028,0.0012054001928640309,53256.4
92627,307335.33,0.4,2103,1355,16,6,0,0,0,81140,2,0,0,0,0,3994378,3509,1024.3487503590923,0.0,23.30939385234128,0.0005745475438092502,0.0,1138.3237389569679,0.0005745475438092502,40570.0
92629,503173.72,0.55,1602,1309,135,40,1,0,0,255338,2,0,0,0,0,6678635,3150,1902.9883381924199,0.0,82.71396177518626,0.0006478781988986071,0.0,2120.201587301587,0.0006478781988986071,127669.0
92630,334240.58,0.44,4205,2202,189,120,1,114298,11,477857,4,31375,6,2748,1,9301276,6675,1261.0111656989727,0.4091112103617687,92.82864373976477,0.0031263957123715946,0.00014887598630340925,1393.4495880149814,0.003275271698675004,28467.18181818182
92646,315689.41,0.42,3807,2770,5,0,0,17017,2,24153,1,4885,1,0,0,8124085,6527,1129.2762078395624,0.0,6.997113339410514,0.0006077180188392585,0.0,1244.6889842193964,0.0006077180188392585,11513.75
92647,283427.06,0.41,2804,1942,1,0,0,68965,6,2279,1,0,0,8793,1,4714920,4730,905.1672987779183,1.8527180783817951,15.011378002528446,0.0014749262536873156,0.00021070375052675939,996.8118393234672,0.001685630004214075,10004.625
92648,464559.87,0.48,1853,1644,32,0,0,13588,2,0,0,0,0,0,0,5935715,3577,1512.1073958628506,0.0,3.850382544630207,0.0005667327854916407,0.0,1659.4115180318702,0.0005667327854916407,6794.0
92649,433627.16,0.48,1788,1599,22,0,0,0,0,25553,2,0,0,0,0,5160125,3444,1355.4426518040482,0.0,7.495746553241419,0.0005866823115283074,0.0,1498.2941347270616,0.0005866823115283074,12776.5
92651,663250.53,1.35,1046,1892,1088,632,116,0,0,112811,1,0,0,0,0,13855383,4954,2544.2157519899456,0.0,23.630289065772935,0.00020946795140343527,0.0,2796.8072264836496,0.00020946795140343527,112811.0
92653,483064.56,0.39,1983,1081,73,2,0,7565,1,126661,1,0,0,0,0,6578235,3108,1909.4982478496336,0.0,42.76075183179356,0.0006371455877668047,0.0,2116.549227799228,0.0006371455877668047,67113.0
92655,228033.2,0.37,257,152,0,0,0,16558,2,0,0,0,0,2886,1,332286,409,739.6992665036674,7.056234718826406,40.484107579462105,0.004889975550122249,0.0024449877750611247,812.4352078239609,0.007334963325183374,6481.333333333333
92656,330070.11,0.53,2103,1366,273,23,7,162470,3,0,0,72361,2,0,0,6087643,3710,1453.7372746553553,0.0,62.256362672322375,0.001325556733828208,0.0,1640.8741239892183,0.001325556733828208,46966.2
92657,1103121.28,1.29,325,834,366,182,30,0,0,194555,2,0,0,0,0,7971395,1812,3736.1151410477837,0.0,112.0063327576281,0.0011514104778353484,0.0,4399.224613686534,0.0011514104778353484,97277.5
92660,720377.76,0.62,1634,1662,251,13,0,21081,1,25512,3,0,0,0,0,9636810,3608,2364.3831460674155,0.0,13.087921348314607,0.0011235955056179776,0.0,2670.9562084257204,0.0011235955056179776,11648.25
92663,616679.17,0.5,1126,881,86,0,0,0,0,364358,2,0,0,0,0,4686926,2155,1985.8567335243554,0.0,174.00095510983763,0.0009551098376313276,0.0,2174.907656612529,0.0009551098376313276,182179.0
92672,441381.93,0.71,1725,1429,392,126,5,0,0,250000,1,0,0,0,0,6631141,3763,1589.499455930359,0.0,68.00870511425462,0.0002720348204570185,0.0,1762.1953228806804,0.0002720348204570185,250000.0
92673,490577.61,0.79,1791,1722,628,113,9,0,0,189066,3,0,0,0,0,8903683,4322,1831.3066822977726,0.0,44.32966002344666,0.0007033997655334115,0.0,2060.0839888940304,0.0007033997655334115,63022.0
92675,536672.08,0.83,1465,1573,540,135,8,25307,1,1786,1,6452,1,0,0,8739019,3780,2058.6907576571734,0.0,9.012627619559376,0.0008060182697474476,0.0,2311.9097883597883,0.0008060182697474476,11181.666666666666
92676,382606.85,3.02,4,29,6,215,82,88854,2,62472,4,221140,3,0,0,569827,327,1819.294642857143,0.0,1108.529761904762,0.026785714285714284,0.0,1742.5902140672783,0.026785714285714284,41385.11111111111
92679,537149.3,1.2,1439,2146,1265,470,102,9038,1,99616,1,0,0,0,0,14029865,5516,2259.672754104409,0.0,20.0431654676259,0.00036893562073418186,0.0,2543.485315445975,0.00036893562073418186,54327.0
92683,254788.22,0.31,5005,2205,0,0,0,536664,62,311188,6,50123,6,22108,2,6007992,7107,775.9583911234397,3.0662968099861305,124.54576976421636,0.010263522884882107,0.00027739251040221914,845.3626002532715,0.010540915395284327,12106.355263157895
92688,318421.09,0.72,1952,1612,487,126,12,5300,1,0,0,13114,1,0,0,6767053,4138,1454.2316141356257,0.0,4.396848137535817,0.0004775549188156638,0.0,1635.3438859352343,0.0004775549188156638,9207.0
92691,317400.99,0.37,3804,2041,57,4,0,0,0,37439,2,0,0,0,0,8486625,5841,1319.6466903673609,0.0,6.3380734721516845,0.00033858134416793635,0.0,1452.9404211607603,0.00033858134416793635,18719.5
92692,352459.84,0.49,3542,2234,292,57,2,337,1,221291,4,0,0,0,0,10146600,6072,1500.8991514360314,0.0,36.16644908616188,0.0008159268929503916,0.0,1671.0474308300395,0.0008159268929503916,44325.6
92694,439455.08,1.0,1523,1633,496,435,51,18105,1,0,0,0,0,0,0,7700079,4186,1606.15107565869,0.0,4.376359680928209,0.00024172105390379503,0.0,1839.4837553750597,0.00024172105390379503,18105.0
92703,197969.13,0.23,2279,678,1,1,0,110476,13,101078,1,14497,4,0,0,1993322,2938,627.9361054766734,0.0,76.42021636240703,0.006085192697768763,0.0,678.4622191967325,0.006085192697768763,12558.388888888889
92704,226806.75,0.23,3629,1099,0,0,0,144998,17,577505,7,18871,4,9655,1,3866750,4683,764.2055837563452,2.0420896785109983,156.8049915397631,0.005922165820642978,0.00021150592216582064,825.6993380311766,0.006133671742808798,25897.55172413793
92705,491206.69,0.51,2781,2210,133,48,0,34206,3,277348,3,2327,1,46411,1,8667468,5167,1514.5141144624904,8.973511214230472,60.688515081206496,0.0013534416086620263,0.00019334880123743234,1677.4662279852912,0.0015467904098994587,45036.5
92706,287727.78,0.32,2006,950,1,0,0,17901,2,102649,3,1358,1,3457,1,2752782,2947,856.2800135272236,1.169090294217112,41.22691917483937,0.002029083530605343,0.00033818058843422386,934.0963691890057,0.0023672641190395673,17909.285714285714
92707,212289.28,0.24,2767,858,0,0,0,64237,4,6774,2,5500,1,0,0,2912319,3595,744.7702068965517,0.0,21.10648275862069,0.0019310344827586207,0.0,810.1026425591099,0.0019310344827586207,10930.142857142857
92708,314771.18,0.37,4048,2416,3,0,0,357468,29,36751,5,67793,7,24508,1,7383640,6341,1062.6268171976492,3.790287658521497,71.45252087844108,0.006340859882462109,0.0001546551190844417,1164.4283236082638,0.006495515001546551,11583.809523809523
92780,291117.54,0.37,2126,1191,13,0,0,17186,1,113770,2,4683,1,0,0,3440837,3294,947.73003003003,0.0,40.73243243243243,0.0012012012012012011,0.0,1044.577109896782,0.0012012012012012011,33909.75
92782,469804.23,0.5,1214,866,85,16,0,50663,4,10462,2,0,0,0,0,3431951,2185,1407.832110091743,0.0,28.038990825688074,0.0027522935779816515,0.0,1570.6869565217391,0.0027522935779816515,10187.5
92801,234112.99,0.27,2021,760,0,0,0,37311,5,37465,2,0,0,0,0,2283433,2762,756.6321467098167,0.0,26.88816972312118,0.0025170801869830997,0.0,826.731716147719,0.0025170801869830997,10682.285714285714
92802,252988.91,0.32,1310,622,0,0,0,91135,10,75000,1,45649,4,0,0,1604550,1905,774.5191511387163,0.0,109.61904761904762,0.007763975155279503,0.0,842.2834645669292,0.007763975155279503,14118.933333333332
92804,243784.52,0.28,3835,1464,1,0,0,109063,13,1000,1,11343,1,29749,1,4374316,5216,766.2515094339623,5.613018867924528,22.90679245283019,0.002830188679245283,0.00018867924528301886,838.6342024539878,0.0030188679245283017,9447.1875
92805,231529.99,0.27,2892,1042,1,0,0,36321,4,0,0,4479,2,0,0,3280270,3944,763.1636594663278,0.0,10.36848792884371,0.0015247776365946632,0.0,831.7114604462474,0.0015247776365946632,6800.0
92806,272581.29,0.32,1799,840,4,1,0,45190,6,49554,2,2850,1,0,0,2564300,2647,896.998865355522,0.0,36.91149773071104,0.00340393343419062,0.0,968.7570834907442,0.00340393343419062,10843.777777777777
92807,395754.15,0.57,2827,1772,319,135,13,5460,1,3150,1,0,0,0,0,7995890,5080,1405.5483616265299,0.0,1.6995657323332016,0.00039478878799842083,0.0,1573.994094488189,0.00039478878799842083,4305.0
92808,414382.49,0.52,1540,896,158,44,5,45555,2,0,0,10541,1,0,0,4826522,2637,1640.4920514761545,0.0,21.232399697199092,0.0011355034065102195,0.0,1830.3079256731135,0.0011355034065102195,18698.666666666668
